planet_name,mass,radius,orbital_period_x,discovered_year,detection_type,star_name,star_distance,star_mass,star_radius,star_age,pl_hostname,pl_letter,orbital_period_y,eccentricity,planet_jup_mass,pl_dens,planet_earth_mass,observatory_name,telescope_name,moons_n,galactic_longitude,galactic_latitude,stellar_gravity
WASP-57 b,0.8,1.1,2.8,2011.0,Primary Transit,WASP-57,,,,,WASP-57,b,2.83891856,,0.644,0.693,204.68251999999998,SuperWASP,Canon 200mm f/1.8L,0.0,353.504035,48.272569,4.45
WASP-58 b,0.89,1.37,5.017180000000001,2011.0,Primary Transit,WASP-58,300.0,0.94,1.17,3.2,WASP-58,b,5.017180000000001,0.0,0.97,,308.2951,SuperWASP,Canon 200mm f/1.8L,0.0,72.93295400000001,24.357913,4.27
WASP-59 b,0.7,0.9,7.9,2011.0,Primary Transit,WASP-59,125.0,0.7190000000000001,0.613,0.5,WASP-59,b,7.9195850000000005,0.1,0.863,2.4,274.276,SuperWASP,Canon 200mm f/1.8L,0.0,97.559818,-33.362429,4.72
WASP-6 b,0.503,1.224,3.3610059999999997,2008.0,Primary Transit,WASP-6,307.0,0.888,0.87,11.0,WASP-6,b,3.36101,0.05,0.37,,117.5971,SuperWASP,Canon 200mm f/1.8L,0.0,38.731023,-67.19548499999999,4.6
WASP-60 b,0.5,0.9,4.3,2011.0,Primary Transit,WASP-60,400.0,1.078,1.14,3.6,WASP-60,b,4.305,0.0,0.55,,174.8065,SuperWASP,Canon 200mm f/1.8L,0.0,106.98498500000001,-29.702122999999997,4.2
WASP-61 b,2.06,1.24,3.8559,2011.0,Primary Transit,WASP-61,480.0,1.22,1.36,,WASP-61,b,3.8559,0.0,2.68,,851.7844,SuperWASP,Canon 200mm f/1.8L,0.0,227.121029,-34.764596999999995,4.26
WASP-62 b,0.57,1.39,4.411953,2011.0,Primary Transit,WASP-62,160.0,1.25,1.28,,WASP-62,b,4.41195,0.0,0.52,,165.2716,SuperWASP,Canon 200mm f/1.8L,0.0,273.415848,-31.033438,4.45
WASP-63 b,0.38,1.43,4.37809,2011.0,Primary Transit,WASP-63,330.0,1.32,1.88,,WASP-63,b,4.378080000000001,0.0,0.37,,117.5971,SuperWASP,Canon 200mm f/1.8L,0.0,245.672089,-22.720384,4.01
WASP-64 b,1.2,0.7,1.6,2011.0,Primary Transit,WASP-64,,,,,WASP-64,b,1.5732918,0.0,1.271,0.823,403.945,SuperWASP,Canon 200mm f/1.8L,0.0,242.234089,-15.673641,4.39
WASP-65 b,1.55,1.112,2.3114242999999997,2011.0,Primary Transit,WASP-65,310.0,0.93,,,WASP-65,b,2.3114242999999997,0.0,1.55,1.5,492.62,SuperWASP,Canon 200mm f/1.8L,0.0,219.406171,30.919284,4.4
WASP-66 b,2.32,1.39,4.086052,2011.0,Primary Transit,WASP-66,380.0,1.3,1.75,,WASP-66,b,4.08605,0.0,2.35,,746.9005,SuperWASP,Canon 200mm f/1.8L,0.0,273.274386,19.782238,4.3
WASP-67 b,0.42,1.4,4.61442,2011.0,Primary Transit,WASP-67,225.0,0.87,0.87,,WASP-67,b,4.61442,0.0,0.43,,136.6669,SuperWASP,Canon 200mm f/1.8L,0.0,20.137931,-20.006199,4.35
WASP-68 b,0.95,1.24,5.084298,2011.0,Primary Transit,WASP-68,,,,,WASP-68,b,5.0843,0.0,1.08,,343.2564,SuperWASP,Canon 200mm f/1.8L,0.0,24.369381,-27.947215000000003,4.17
WASP-69 b,0.26,1.057,3.8681382000000006,2011.0,Primary Transit,WASP-69,50.0,0.826,0.813,2.0,WASP-69,b,3.8681400000000004,0.0,0.29,,92.1707,SuperWASP,Canon 200mm f/1.8L,0.0,43.858152000000004,-30.825674,4.5
WASP-7 b,0.96,1.33,4.9546415999999995,2008.0,Primary Transit,WASP-7,140.0,1.276,1.432,2.4,WASP-7,b,4.9546415999999995,,0.96,0.55,305.1168,SuperWASP,Canon 200mm f/1.8L,0.0,2.822176,-37.876944,4.23
WASP-70 A b,0.59,1.1640000000000001,3.7130203,2011.0,Primary Transit,WASP-70 A,245.0,1.1059999999999999,1.215,9.5,WASP-70 A,b,3.7130203,0.0,0.59,0.499,187.512,SuperWASP,Canon 200mm f/1.8L,0.0,35.190265999999994,-34.927035,4.31
WASP-71 b,2.258,1.5,2.9036747000000003,2012.0,Primary Transit,WASP-71,200.0,1.5719999999999998,2.32,,WASP-71,b,2.90367,0.0,1.39,,441.7837,SuperWASP,Canon 200mm f/1.8L,0.0,155.08836200000002,-57.956672999999995,3.9
WASP-72 b,1.4609999999999999,1.27,2.2167421000000003,2013.0,Primary Transit,WASP-72,,1.386,1.98,,WASP-72,b,2.21673,0.0,2.3,,731.0089999999999,SuperWASP,Canon 200mm f/1.8L,0.0,226.664804,-65.14655,4.09
WASP-73 b,1.88,1.16,4.087219999999999,2013.0,Primary Transit,WASP-73,,1.34,2.07,,WASP-73,b,4.087219999999999,0.0,2.86,,908.9938,SuperWASP,Canon 200mm f/1.8L,0.0,337.50309,-42.110252,3.93
WASP-74 b,0.826,1.248,2.13775138,2014.0,Primary Transit,WASP-74,120.0,1.48,1.64,2.0,WASP-74,b,2.13775,0.0,0.72,,228.8376,SuperWASP,Canon 200mm f/1.8L,0.0,42.20557,-19.710814000000003,4.39
WASP-75 b,1.07,1.27,2.484193,2013.0,Primary Transit,WASP-75,260.0,1.14,,,WASP-75,b,2.484193,0.0,1.07,0.69,340.06,SuperWASP,Canon 200mm f/1.8L,0.0,56.877871999999996,-56.95470699999999,4.29
WASP-76 b,0.92,1.83,1.809886,2013.0,Primary Transit,WASP-76,195.3,1.46,1.73,,WASP-76,b,1.809886,0.0,0.92,0.201,292.4036,SuperWASP,Canon 200mm f/1.8L,0.0,149.08472700000002,-57.3469,4.13
WASP-77 A b,1.76,1.21,1.3600309,2012.0,Primary Transit,WASP-77A,,1.002,0.955,1.0,WASP-77 A,b,1.3600299999999999,0.0,2.29,,727.8307,SuperWASP,Canon 200mm f/1.8L,0.0,176.349954,-59.436280000000004,4.33
WASP-78 b,0.89,1.7,2.17517656,2012.0,Primary Transit,WASP-78,550.0,2.02,2.31,,WASP-78,b,2.17518,0.0,1.11,,352.7913,SuperWASP,Canon 200mm f/1.8L,0.0,218.385512,-43.765071999999996,4.1
WASP-79 b,0.9,1.7,3.6623817,2012.0,Primary Transit,WASP-79,240.0,1.56,1.64,,WASP-79,b,3.66238,0.0,0.85,,270.1555,SuperWASP,Canon 200mm f/1.8L,0.0,230.541994,-43.444837,4.2
WASP-8 b,2.244,1.038,8.158714999999999,2008.0,Primary Transit,WASP-8,87.0,1.033,0.953,4.0,WASP-8,b,8.158719999999999,0.31,2.54,,807.2882,SuperWASP,Canon 200mm f/1.8L,0.0,354.252018,-76.394972,4.5
WASP-8 c,,,4093.0,2014.0,Radial Velocity,WASP-8,87.0,1.033,0.953,4.0,WASP-8,c,4323.0,0.0,9.45,,3003.37,SuperWASP,Canon 200mm f/1.8L,0.0,354.252018,-76.394972,4.5
WASP-80 b,0.5539999999999999,0.9520000000000001,3.0678504,2013.0,Primary Transit,WASP-80,60.0,0.58,0.63,,WASP-80,b,3.06785234,0.002,0.5379999999999999,0.7170000000000001,170.99254,SuperWASP,Canon 200mm f/1.8L,0.0,40.519835,-19.009623,4.66
WASP-81 b,0.7290000000000001,1.429,2.7164762000000002,2016.0,Radial Velocity,WASP-81,410.0,1.08,1.2830000000000001,,WASP-81,b,2.7164762000000002,0.066,0.7290000000000001,0.332,231.69807000000003,Multiple Facilities,Multiple Telescopes,0.0,46.059845,-17.292628,4.26
WASP-81 c,,,1297.0,2016.0,Primary Transit,WASP-81,410.0,1.08,1.2830000000000001,,,,,,,,,,,,,,
WASP-82 b,1.24,1.67,2.705782,2013.0,Primary Transit,WASP-82,200.0,1.63,2.18,,WASP-82,b,2.7057900000000004,0.0,1.17,,371.8611,SuperWASP,Canon 200mm f/1.8L,0.0,196.262851,-25.616816,3.96
WASP-83 b,0.3,1.04,4.071251999999999,2014.0,Primary Transit,WASP-83,300.0,1.11,1.05,5.0,WASP-83,b,4.971252,0.0,0.3,0.35,95.34899999999999,SuperWASP,Canon 200mm f/1.8L,0.0,299.407223,43.513404,4.44
WASP-84 b,0.6940000000000001,0.9420000000000001,8.5234865,2013.0,Primary Transit,WASP-84,120.0,0.8420000000000001,0.748,1.0,WASP-84,b,8.5234865,0.0,0.6940000000000001,1.104,220.565,SuperWASP,Canon 200mm f/1.8L,0.0,224.91103399999997,25.835932999999997,4.4
WASP-85 A b,1.265,1.24,2.6556777,2014.0,Primary Transit,WASP-85,,1.09,0.935,,WASP-85 A,b,2.6556777,0.0,1.265,0.88,402.05495,K2,0.95 m Kepler Telescope,0.0,261.79397400000005,63.878733999999994,
WASP-87 A b,2.21,1.385,1.682795,2014.0,Primary Transit,WASP-87 A,240.0,1.204,1.6269999999999998,3.8,,,,,,,,,,,,,
WASP-88 b,0.56,1.7,4.954,2013.0,Primary Transit,WASP-88,,1.45,2.08,,WASP-88,b,4.954,0.0,0.42,,133.4886,SuperWASP,Canon 200mm f/1.8L,0.0,351.097532,-37.3036,3.96
WASP-89 b,5.9,1.04,3.3564227,2014.0,Primary Transit,WASP-89,,0.92,0.88,1.3,WASP-89,b,3.3564227,0.193,5.9,7.0,1875.1970000000001,SuperWASP,Canon 200mm f/1.8L,0.0,28.206732000000002,-35.607176,4.51
WASP-90 b,0.63,1.63,3.916243,2013.0,Primary Transit,WASP-90,340.0,1.55,1.98,,WASP-90,b,3.916243,0.0,0.63,0.193,200.2329,SuperWASP,Canon 200mm f/1.8L,0.0,55.874756999999995,-24.884677,4.03
WASP-91 b,1.34,1.03,2.798581,2017.0,Primary Transit,WASP-91,,0.84,0.86,,WASP-91,b,2.798581,0.0,1.34,1.59,425.8922,SuperWASP-South,Canon 200mm f/1.8L,0.0,310.22114300000004,-46.116003000000006,4.3
WASP-92 b,0.805,1.4609999999999999,2.1746742,2016.0,Primary Transit,WASP-92,530.0,1.19,1.341,,WASP-92,b,2.1746742,0.0,0.805,0.34600000000000003,255.85315,SuperWASP,Canon 200mm f/1.8L,0.0,78.780109,43.220940999999996,4.26
WASP-93 b,1.47,1.597,2.7325321,2016.0,Primary Transit,WASP-93,250.0,1.3,1.06,,WASP-93,b,2.7325321,0.0,1.47,0.479,467.2101,SuperWASP,Canon 200mm f/1.8L,0.0,120.76213700000001,-11.525594,4.2
WASP-94 A b,0.452,1.72,3.9501907,2014.0,Primary Transit,WASP-94 A,,1.29,1.36,,WASP-94 A,b,3.95019,0.0,0.5,,158.915,SuperWASP,Canon 200mm f/1.8L,0.0,9.654653999999999,-39.378339000000004,4.27
WASP-94 B b,,,2.0083900000000003,2014.0,Radial Velocity,WASP-94 B,,1.24,1.35,,WASP-94 B,b,2.0083900000000003,0.0,0.618,,196.41099999999997,SuperWASP,Canon 200mm f/1.8L,0.0,9.655544,-39.382471,4.26
WASP-95 b,1.13,1.21,2.184673,2013.0,Primary Transit,WASP-95,,1.11,1.13,2.4,WASP-95,b,2.18467,0.0,1.44,,457.6752,SuperWASP,Canon 200mm f/1.8L,0.0,346.13379,-55.513378,4.36
WASP-96 b,0.48,1.2,3.4252602,2013.0,Primary Transit,WASP-96,,1.06,1.05,8.0,WASP-96,b,3.4252602,0.0,0.48,0.37,152.55,SuperWASP,Canon 200mm f/1.8L,0.0,324.413752,-67.74825600000001,4.42
WASP-97 b,1.32,1.13,2.0727599999999997,2013.0,Primary Transit,WASP-97,,1.12,1.06,11.9,WASP-97,b,2.0727599999999997,0.0,1.36,,432.2488,SuperWASP,Canon 200mm f/1.8L,0.0,289.641969,-60.127390000000005,4.45
WASP-98 b,0.83,1.1,2.96264,2013.0,Primary Transit,WASP-98,,0.69,0.7,3.0,WASP-98,b,2.96264036,,0.922,0.764,293.03926,SuperWASP,Canon 200mm f/1.8L,0.0,234.933857,-50.502881,4.61
WASP-99 b,2.78,1.1,5.75251,2013.0,Primary Transit,WASP-99,,1.48,1.76,1.4,WASP-99,b,5.75251,0.0,2.43,,772.3269,SuperWASP,Canon 200mm f/1.8L,0.0,268.16229500000003,-59.182885,4.3
WD 0137-349 b,56.0,,0.07943002,2006.0,Radial Velocity,WD 0137-349,102.26,0.39,0.0186,0.25,,,,,,,,,,,,,
WD 0806-661 B b,8.0,,,2011.0,Imaging,WD 0806-661B,19.2,0.62,,1.5,,,,,,,,,,,,,
WD 0837+185 B,30.0,,0.175,2012.0,Radial Velocity,WD 0837+185,,0.7979999999999999,,,,,,,,,,,,,,,
WD 1032+011 b,0.067,1.05,0.091558961,2020.0,Primary Transit,WD 1032+011,,,,,,,,,,,,,,,,,
WD 1145+017 b,2.1000000000000002e-06,,0.1875,2015.0,Primary Transit,WD 1145+017,174.0,,,,,,,,,,,,,,,,
WD J0914+1914 b,,,,2019.0,Default,WD J0914+1914,461.0,0.56,,,,,,,,,,,,,,,
WISE  J1355-8258 b,9.0,,,2018.0,Imaging,WISE  J1355-8258,16.7,0.011000000000000001,,0.165,,,,,,,,,,,,,
WISE 0855-0714,6.0,,,2014.0,Imaging,,2.31,,,,,,,,,,,,,,,,
WISE 1118+3125,26.0,,,2013.0,Imaging,,8.8,,,,,,,,,,,,,,,,
WISE 1217+16 A b,22.0,0.96,47400.0,2012.0,Imaging,WISE 1217+16 A,10.0,0.03,0.091,6.0,,,,,,,,,,,,,
WISE 1711+3500 b,18.0,,125000.0,2012.0,Imaging,WISE 1711+3500,19.0,0.034,,3.0,,,,,,,,,,,,,
WISE 1828+2650,10.25,,,2011.0,Imaging,,11.2,,,,,,,,,,,,,,,,
WISE 2005+5424,29.0,,,2011.0,Imaging,,15.83,,,,,,,,,,,,,,,,
WISE 2150A b,34.0,,,2019.0,Imaging,WISE 2150A,24.2,0.07200000000000001,,,,,,,,,,,,,,,
WISE J0458+6434  A,57.0,,15500.0,2019.0,Astrometry,,9.24,,,,,,,,,,,,,,,,
WISE J0458+6434 B,14.0,,15500.0,2019.0,Astrometry,,9.24,,,,,,,,,,,,,,,,
WISE J0720-0846,62.0,,1388.0,2014.0,Imaging,WISE J0720-0846,6.8,0.081,,,,,,,,,,,,,,,
WISEA  J083011.95+283716.0,8.5,,,2020.0,Imaging,,11.1,,,,,,,,,,,,,,,,
WTS-1 b,4.01,1.49,3.3520589999999997,2012.0,Primary Transit,WTS-1,3200.0,1.2,1.15,2.5,WTS-1,b,3.352057,0.1,4.01,1.61,1274.44,United Kingdom Infrared Telescope,3.8 m United Kingdom Infrared Telescope,0.0,70.014046,7.548595,4.4
WTS-2 b,1.12,1.3,1.0187074,2013.0,Primary Transit,WTS-2,1000.0,0.82,0.7609999999999999,0.6,WTS-2,b,1.0187068000000001,0.0,1.12,0.54,355.9696,United Kingdom Infrared Telescope,3.8 m United Kingdom Infrared Telescope,0.0,70.381774,7.980799,4.6
Wendelstein-1 b,0.59,1.0,2.663416,2020.0,Primary Transit,Wendelstein-1,304.0,0.65,0.61,,Wendelstein-1,b,2.663416,0.012,0.5920000000000001,0.72,188.15536,Haleakala Observatory,1.8-m Ritchey-Chretien Telescope,0.0,55.998387,-5.67815,
Wendelstein-2 b,0.73,1.0,1.7522238999999997,2020.0,Primary Transit,Wendelstein-2,575.0,0.73,0.66,,Wendelstein-2,b,1.7522238999999997,0.057,0.731,0.62,232.33372999999997,Haleakala Observatory,1.8-m Ritchey-Chretien Telescope,0.0,54.815422999999996,-4.976437000000001,
Wolf 1061 b,,,4.8869,2015.0,Radial Velocity,Wolf 1061,4.29,0.25,0.307,,Wolf 1061,b,4.8869,0.15,0.00601,,1.91,La Silla Observatory,3.6 m ESO Telescope,0.0,3.351635,23.680004,
Wolf 1061 c,,,17.8719,2015.0,Radial Velocity,Wolf 1061,4.29,0.25,0.307,,Wolf 1061,c,17.8719,0.11,0.01073,,3.41,La Silla Observatory,3.6 m ESO Telescope,0.0,3.351635,23.680004,
Wolf 1061 d,,,217.21,2015.0,Radial Velocity,Wolf 1061,4.29,0.25,0.307,,Wolf 1061,d,217.21,0.55,0.02423,,7.7,La Silla Observatory,3.6 m ESO Telescope,0.0,3.351635,23.680004,
Wolf 359 b,,,2938.0,2019.0,Radial Velocity,Wolf 359,2.42,,,,,,,,,,,,,,,,
Wolf 359 c,,,2.68687,2019.0,Radial Velocity,Wolf 359,2.42,,,,,,,,,,,,,,,,
Wolf 503 b,,0.18111,6.001180000000001,2018.0,Primary Transit,Wolf 503,44.583,0.688,0.69,11.0,Wolf 503,b,6.001180000000001,,,,,K2,0.95 m Kepler Telescope,0.0,327.12003300000003,54.086225,4.62
Wolf 940 b,26.0,0.92,,2009.0,Imaging,Wolf 940,12.5,0.27,,5.0,,,,,,,,,,,,,
XO-1 b,0.9,1.1840000000000002,3.9415127999999995,2006.0,Primary Transit,XO-1,200.0,1.0,0.9279999999999999,4.5,XO-1,b,3.94153,0.0,0.83,,263.7989,XO,Canon 200mm f/1.8L,0.0,45.852906,48.021236,4.51
XO-2N b,0.62,0.973,2.615838,2007.0,Primary Transit,XO-2N,149.0,0.98,0.9640000000000001,2.0,,,,,,,,,,,,,
XO-2S b,,,18.157,2014.0,Radial Velocity,XO-2S,149.0,0.982,1.02,7.1,,,,,,,,,,,,,
XO-2S c,,,120.8,2014.0,Radial Velocity,XO-2S,149.0,0.982,1.02,7.1,,,,,,,,,,,,,
XO-3 b,11.79,1.217,3.1915239,2007.0,Primary Transit,XO-3,260.0,1.41,1.49,2.82,XO-3,b,3.1915400000000003,0.29,7.29,,2316.9807,XO,Canon 200mm f/1.8L,0.0,148.097181,5.628519,3.95
XO-4 b,1.6159999999999999,1.317,4.1247300000000005,2008.0,Primary Transit,XO-4,293.0,1.32,1.55,2.1,XO-4,b,4.1250800000000005,0.0,1.42,,451.3186,XO,Canon 200mm f/1.8L,0.0,158.635375,26.689428999999997,4.18
XO-5 b,1.077,1.03,4.1877537,2008.0,Primary Transit,XO-5,255.0,0.88,1.06,8.5,XO-5,b,4.1877558,0.0,1.19,1.06,378.2,XO,Canon 200mm f/1.8L,0.0,180.625628,26.934686,4.35
XO-6 b,1.9,2.07,3.7650007000000003,2016.0,Primary Transit,XO-6,86.0,1.47,1.93,1.88,XO-6,b,3.7650007000000003,0.0,4.4,0.62,1398.4520000000002,XO,Canon 200mm f/1.8L,0.0,140.47042199999999,23.775791,4.04
XO-7 b,0.7090000000000001,1.3730000000000002,2.8641424,2019.0,Primary Transit,XO-7,234.1,1.405,1.48,1.18,XO-7,b,2.8641424,0.038,0.7090000000000001,0.34,225.34147000000002,XO,Canon 200mm f/1.8L,0.0,117.581276,27.473817999999998,4.25
XTE J1751-305 b,27.0,,0.02945997,2002.0,Timing,XTE J1751-305,11000.0,1.7,,,,,,,,,,,,,,,
XTE J1807-294 b,14.5,,0.027829200000000002,2005.0,Timing,XTE J1807-294,5500.0,1.5,,,,,,,,,,,,,,,
YBP1194 b,,,6.957999999999999,2014.0,Radial Velocity,YBP1194,,1.01,0.99,,,,,,,,,,,,,,
YBP1514 b,,,5.118,2014.0,Radial Velocity,YBP1514,,0.96,0.89,,,,,,,,,,,,,,
YBP401 b,,,4.087,2016.0,Radial Velocity,YBP401,843.0,1.14,,4.0,,,,,,,,,,,,,
YZ Cet b,,,2.02087,2017.0,Radial Velocity,YZ Cet,3.6,0.13,0.168,4.0,YZ Cet,b,1.9687599999999998,0.0,0.00236,,0.75,La Silla Observatory,3.6 m ESO Telescope,0.0,149.705322,-78.75970500000001,
YZ Cet c,,,3.05989,2017.0,Radial Velocity,YZ Cet,3.6,0.13,0.168,4.0,YZ Cet,c,3.06008,0.04,0.0030800000000000003,,0.98,La Silla Observatory,3.6 m ESO Telescope,0.0,149.705322,-78.75970500000001,
YZ Cet d,,,4.65626,2017.0,Radial Velocity,YZ Cet,3.6,0.13,0.168,4.0,YZ Cet,d,4.65627,0.129,0.00359,,1.14,La Silla Observatory,3.6 m ESO Telescope,0.0,149.705322,-78.75970500000001,
alf Ari b,,,380.8,2011.0,Radial Velocity,alf Ari,20.2,1.5,13.9,,alf Ari,b,380.8,0.25,1.8,,572.07,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,0.0,144.57843400000002,-36.205483,
beta Cir b,56.0,,,2015.0,Imaging,beta Cir,30.56,1.96,,0.36700000000000005,,,,,,,,,,,,,
beta Cnc b,,,605.2,2014.0,Radial Velocity,beta Cnc,92.99,1.7,48.96,1.85,,,,,,,,,,,,,
beta Pic b,12.7,1.65,8191.0,2008.0,Imaging,beta Pic,19.3,1.73,,0.04,,,,,,,,,,,,,
beta Pic c,9.37,,1238.0,2019.0,Radial Velocity,beta Pic,19.3,1.73,,0.04,,,,,,,,,,,,,
beta Umi b,,,522.3,2014.0,Radial Velocity,beta Umi,40.14,1.4,42.06,2.95,,,,,,,,,,,,,
eps CrB b,,,417.9,2012.0,Radial Velocity,eps CrB,67.9,1.7,21.0,1.74,eps CrB,b,417.9,0.11,6.7,,2129.4610000000002,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,0.0,43.65292,48.7828,1.94
eps Eridani b,0.77,,2692.0,2000.0,Radial Velocity,eps Eridani,3.2,0.83,0.895,0.66,,,,,,,,,,,,,
eps Ind A b,3.25,,16509.0,2018.0,Radial Velocity,eps Ind A,3.62,0.762,,1.4,eps Ind A,b,16510.0,0.26,3.25,,1032.9475,La Silla Observatory,3.6 m ESO Telescope,0.0,336.192563,-48.044792,
eps Tau b,,,594.9,2007.0,Radial Velocity,eps Tau,45.0,2.7,13.7,0.625,eps Tau,b,594.9,0.151,7.6,,2415.406,Okayama Astrophysical Observatory,1.88 m Telescope,0.0,177.596421,-19.923586,
eta Cet b,,,403.5,2014.0,Radial Velocity,eta Cet,38.0,1.7,14.3,,,,,,,,,,,,,,
eta Cet c,,,751.9,2014.0,Radial Velocity,eta Cet,38.0,1.7,14.3,,,,,,,,,,,,,,
gamma 1 Leo b,63.88,,428.5,2009.0,Radial Velocity,gamma 1 Leo,38.5,1.23,31.88,,,,,,,,,,,,,,
gamma Cephei b,11.09,,903.3,2003.0,Radial Velocity,gamma Cephei,13.79,1.4,4.9,6.6,,,,,,,,,,,,,
gamma Lib b,,,415.2,2018.0,Radial Velocity,gamma Lib,50.2,1.47,11.1,2.8,,,,,,,,,,,,,
gamma Lib c,,,964.6,2018.0,Radial Velocity,gamma Lib,50.2,1.47,11.1,2.8,,,,,,,,,,,,,
kappa And b,13.0,1.2,215000.0,2013.0,Imaging,kappa And,50.0,2.8,2.29,0.047,,,,,,,,,,,,,
kappa CrB b,,,1251.0,2007.0,Radial Velocity,kappa CrB,31.1,1.51,5.0,2.5,,,,,,,,,,,,,
kepler-80 g,,0.10099999999999999,14.645579999999999,2017.0,Primary Transit,Kepler-80,,,0.738,,,,,,,,,,,,,,
ksi Aql b,,,136.75,2008.0,Radial Velocity,ksi Aql,62.7,2.2,12.0,,,,,,,,,,,,,,
mu Ara b,,,643.25,2000.0,Radial Velocity,mu Ara,15.3,1.08,1.245,6.41,,,,,,,,,,,,,
mu Ara c,,,9.6386,2004.0,Radial Velocity,mu Ara,15.3,1.08,1.245,6.41,,,,,,,,,,,,,
mu Ara d,,,310.55,2004.0,Radial Velocity,mu Ara,15.3,1.08,1.245,6.41,,,,,,,,,,,,,
mu Ara e,,,4205.8,2006.0,Radial Velocity,mu Ara,15.3,1.08,1.245,6.41,,,,,,,,,,,,,
mu Leo b,,,357.8,2014.0,Radial Velocity,mu Leo,38.05,1.5,11.4,3.35,mu Leo,b,357.8,0.09,2.4,,762.8,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,0.0,204.045248,50.245823,2.4
nu Oph b,,,530.21,2004.0,Radial Velocity,nu Oph,46.8,3.04,15.1,,nu Oph,b,530.21,0.124,22.206,,7057.73298,Okayama Astrophysical Observatory,1.88 m Telescope,0.0,18.167894,6.974494,2.56
nu Oph c,,,3184.83,2010.0,Radial Velocity,nu Oph,46.8,3.04,15.1,,nu Oph,c,3184.83,0.18,24.662,,7838.32346,Okayama Astrophysical Observatory,1.88 m Telescope,0.0,18.167894,6.974494,2.56
ome Ser b,,,277.02,2013.0,Radial Velocity,ome Ser,80.6,2.17,12.3,,ome Ser,b,277.02,0.106,1.7,,540.3,Okayama Astrophysical Observatory,1.88 m Telescope,0.0,10.53791,40.501405,2.32
omi CrB b,,,187.3,2012.0,Radial Velocity,omi  CrB,84.0,2.13,10.4,,omi CrB,b,187.83,0.191,1.5,,476.745,Okayama Astrophysical Observatory,1.88 m Telescope,0.0,46.209778,57.333270999999996,
omi UMa A b,,,1630.0,2012.0,Radial Velocity,omi UMa A,56.3,3.09,14.1,,,,,,,,,,,,,,
pi Men b,13.01,,2089.11,2001.0,Radial Velocity,pi Men,18.37,1.094,1.1,2.98,,,,,,,,,,,,,
pi Men c,0.01517,0.16719,6.2678400000000005,2018.0,Primary Transit,pi Men,18.37,1.094,1.1,2.98,HD 39091,c,6.2679,0.0,0.01517,2.97,4.82,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.0,292.513482,-29.776203000000002,4.42
sig Per b,,,579.8,2014.0,Radial Velocity,sig Per,108.3,2.25,28.0,,,,,,,,,,,,,,
tau Boo A b,5.84,1.06,3.31249,1996.0,Radial Velocity,tau Boo A,15.6,1.3,1.331,2.52,,,,,,,,,,,,,
tau Cet e,,,162.87,2012.0,Radial Velocity,tau Cet,3.65,0.7829999999999999,0.7929999999999999,5.8,tau Cet,e,162.87,0.18,0.01237,,3.93,Multiple Observatories,Multiple Telescopes,0.0,173.100761,-73.439747,
tau Cet f,,,636.13,2012.0,Radial Velocity,tau Cet,3.65,0.7829999999999999,0.7929999999999999,5.8,tau Cet,f,636.13,0.16,0.01237,,3.93,Multiple Observatories,Multiple Telescopes,0.0,173.100761,-73.439747,
tau Cet g,,,20.0,2017.0,Radial Velocity,tau Cet,3.65,0.7829999999999999,0.7929999999999999,5.8,tau Cet,g,20.0,0.06,0.00551,,1.75,Multiple Observatories,Multiple Telescopes,0.0,173.100761,-73.439747,
tau Cet h,,,49.41,2017.0,Radial Velocity,tau Cet,3.65,0.7829999999999999,0.7929999999999999,5.8,tau Cet,h,49.41,0.23,0.00576,,1.83,Multiple Observatories,Multiple Telescopes,0.0,173.100761,-73.439747,
tau Gem b,,,305.5,2004.0,Radial Velocity,tau Gem,98.4,2.3,26.8,1.22,tau Gem,b,305.5,0.031,20.6,,6547.0,Lick Observatory,0.6 m Coude Auxiliary Telescope,0.0,187.218682,17.199068,1.96
ups And b,0.62,,4.61711,1996.0,Radial Velocity,ups And,13.47,1.27,1.631,3.8,ups And,b,4.617033,0.0215,0.6876,,218.53099999999998,Lick Observatory,3.0 m C. Donald Shane Telescope,0.0,132.000907,-20.66609,
ups And c,9.1,,240.937,1999.0,Radial Velocity,ups And,13.47,1.27,1.631,3.8,ups And,c,241.25799999999998,0.2596,1.9809999999999999,,629.595,Multiple Observatories,Multiple Telescopes,0.0,132.000907,-20.66609,
ups And d,23.58,,1281.4389999999999,1999.0,Radial Velocity,ups And,13.47,1.27,1.631,3.8,ups And,d,1276.46,0.2987,4.132,,1313.22,Multiple Observatories,Multiple Telescopes,0.0,132.000907,-20.66609,
ups And e,,,3848.86,2010.0,Radial Velocity,ups And,13.47,1.27,1.631,3.8,,,,,,,,,,,,,
zet Del B,40.0,,,2014.0,Imaging,zet Del A,67.48,2.5,,0.525,,,,,,,,,,,,,
1RXS J160929.1-210524 b,,,,,,,,,,,1RXS J160929.1-210524,b,,,8.0,,3000.0,Gemini Observatory,8.19 m Gemini North Telescope,0.0,352.89056,22.030427,
2MASS J01225093-2439505 b,,,,,,,,,,,2MASS J01225093-2439505,b,,,24.5,,7786.5,W. M. Keck Observatory,10 m Keck II Telescope,0.0,195.448768,-82.520165,
