planet_name,mass,radius,orbital_period_x,discovered_year,detection_type,star_name,star_distance,star_mass,star_radius,star_age,pl_hostname,pl_letter,orbital_period_y,eccentricity,planet_jup_mass,pl_dens,planet_earth_mass,observatory_name,telescope_name,moons_n,galactic_longitude,galactic_latitude,stellar_gravity
WASP-123 b,0.92,1.327,2.977641,2015.0,Primary Transit,WASP-123,,1.207,1.296,,WASP-123,b,2.9776412,0.0,0.899,0.521,285.72917,SuperWASP,Canon 200mm f/1.8L,0.0,5.194362,-19.486883,4.29
WASP-124 b,0.6,1.24,3.37265,2016.0,Primary Transit,WASP-124,433.0,1.07,1.02,2.1,WASP-124,b,3.37265,0.017,0.6,0.43,190.69799999999998,SuperWASP-South,Canon 200mm f/1.8L,0.0,17.256885999999998,-54.866276,4.44
WASP-126 b,0.2841,0.96,3.2888,2016.0,Primary Transit,WASP-126,234.0,1.12,1.27,6.4,WASP-126,b,3.2888300000000004,,0.28411,,90.3,SuperWASP-South,Canon 200mm f/1.8L,0.0,282.359145,-38.833321000000005,
WASP-126 c,0.20199999999999999,,7.63,2019.0,TTV,WASP-126,234.0,1.12,1.27,6.4,WASP-126,c,7.63,0.05,0.20199,,64.2,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.0,282.359145,-38.833321000000005,
WASP-127 b,0.18,1.37,4.178062000000001,2016.0,Primary Transit,WASP-127,,1.08,1.39,11.41,WASP-127,b,4.178062000000001,,0.18,0.09,57.2094,SuperWASP,Canon 200mm f/1.8L,0.0,252.723525,46.061397,4.18
WASP-128 b,37.19,0.937,2.20883665,2018.0,Primary Transit,WASP-128,422.0,1.155,1.1520000000000001,2.2,,,,,,,,,,,,,
WASP-129 b,1.0,0.93,5.748145,2016.0,Primary Transit,WASP-129,246.0,1.0,0.9,1.0,WASP-129,b,5.748145,0.096,1.0,1.6,317.83,SuperWASP-South,Canon 200mm f/1.8L,0.0,289.988909,19.136998000000002,4.53
WASP-13 b,0.485,1.365,4.353011,2008.0,Primary Transit,WASP-13,156.0,,,,WASP-13,b,4.35301,0.0,0.36,,114.4188,SuperWASP,Canon 200mm f/1.8L,0.0,190.92860100000001,44.536549,4.06
WASP-130 b,1.23,0.89,11.550980000000001,2016.0,Primary Transit,WASP-130,180.0,1.04,0.96,2.0,WASP-130,b,11.550980000000001,0.0,1.23,2.34,390.9309,SuperWASP-South,Canon 200mm f/1.8L,0.0,310.94550899999996,19.757886,4.49
WASP-131 b,0.27,1.22,5.322023000000001,2016.0,Primary Transit,WASP-131,250.0,1.06,1.53,4.5,WASP-131,b,5.322023000000001,0.0,0.27,0.2,85.8141,SuperWASP-South,Canon 200mm f/1.8L,0.0,320.152596,29.959094,4.09
WASP-132 b,0.41,0.87,7.133521000000001,2016.0,Primary Transit,WASP-132,120.0,0.8,0.74,0.5,WASP-132,b,7.133521000000001,0.0,0.41,0.84,130.3103,SuperWASP-South,Canon 200mm f/1.8L,0.0,320.27187200000003,13.352863000000001,4.61
WASP-133 b,1.16,1.21,2.1764229999999998,2016.0,Primary Transit,WASP-133,457.0,1.16,1.44,6.8,WASP-133,b,2.1764229999999998,0.17,1.16,0.88,368.6828,SuperWASP-South,Canon 200mm f/1.8L,0.0,7.633147,-40.25568,4.18
WASP-134 b,1.412,0.988,10.146758300000002,2018.0,Primary Transit,WASP-134,195.0,1.131,1.16,5.1,,,,,,,,,,,,,
WASP-134 c,,,70.01,2018.0,Radial Velocity,WASP-134,195.0,1.131,1.16,5.1,,,,,,,,,,,,,
WASP-135 b,1.9,1.3,1.4013794,2015.0,Primary Transit,WASP-135,300.0,0.98,0.96,4.4,WASP-135,b,1.4013794,0.0,1.9,1.16,603.877,SuperWASP,Canon 200mm f/1.8L,0.0,54.917304,25.74403,4.47
WASP-136 b,1.51,1.38,5.215357,2016.0,Primary Transit,WASP-136,164.0,1.51,1.38,3.62,WASP-136,b,5.215357,,1.51,0.773,479.9233,SuperWASP,Canon 200mm f/1.8L,0.0,87.528348,-68.2808,3.9
WASP-137 b,0.6809999999999999,1.27,3.9080284,2018.0,Primary Transit,WASP-137,289.0,1.216,1.65,4.3,,,,,,,,,,,,,
WASP-138 b,1.22,,3.634433,2016.0,Primary Transit,WASP-138,308.0,1.22,1.36,,WASP-138,b,3.634433,,1.22,1.2,387.7526,SuperWASP,Canon 200mm f/1.8L,0.0,173.746318,-51.602565000000006,4.25
WASP-139 b,0.11699999999999999,0.8,5.924262000000001,2016.0,Primary Transit,WASP-139,230.0,,,0.5,WASP-139,b,5.924262000000001,0.0,0.11699999999999999,0.31,37.18611,SuperWASP-South,Canon 200mm f/1.8L,0.0,247.79415699999998,-56.82525699999999,4.59
WASP-14 b,7.341,1.281,2.2437661,2008.0,Primary Transit,WASP-14,160.0,1.2109999999999999,1.306,0.75,WASP-14,b,2.24375,0.09,8.84,,2809.6172,SuperWASP,Canon 200mm f/1.8L,0.0,25.738406,66.334029,4.07
WASP-140 b,2.44,1.44,2.2359835,2016.0,Primary Transit,WASP-140,180.0,0.9,0.87,1.6,WASP-140,b,2.2359835,0.047,2.44,1.1,775.5052,SuperWASP-South,Canon 200mm f/1.8L,0.0,214.794298,-46.254055,4.51
WASP-141 b,2.69,1.21,3.310651,2016.0,Primary Transit,WASP-141,570.0,1.25,1.37,4.0,WASP-141,b,3.310651,0.0,2.69,1.98,854.9627,SuperWASP-South,Canon 200mm f/1.8L,0.0,215.53572400000002,-34.939904999999996,4.26
WASP-142 b,0.84,1.53,2.052868,2016.0,Primary Transit,WASP-142,840.0,1.33,1.64,2.0,WASP-142,b,2.052868,0.0,0.84,0.31,266.9772,SuperWASP-South,Canon 200mm f/1.8L,0.0,253.32746400000002,18.163959,4.13
WASP-143 b,0.725,1.234,3.7788730000000004,,Primary Transit,WASP-143,402.0,1.087,1.0,1.9,,,,,,,,,,,,,
WASP-144 b,0.44,0.85,2.2783152,2018.0,Primary Transit,WASP-144,,0.81,0.81,0.5,WASP-144,b,2.2783152,0.0,0.44,0.95,139.8452,SuperWASP-South,Canon 200mm f/1.8L,0.0,2.261698,-45.392241,4.53
WASP-145 A b,0.89,0.9,,2018.0,Primary Transit,WASP-145 A,,0.76,0.68,0.5,WASP-145 A,b,1.7690381000000002,0.0,0.89,1.6,282.8687,SuperWASP-South,Canon 200mm f/1.8L,0.0,336.103213,-43.037323,4.65
WASP-146 b,1.11,1.228,3.3969440000000004,2018.0,Primary Transit,WASP-146,495.0,1.057,1.29,6.9,,,,,,,,,,,,,
WASP-147 b,0.275,1.115,4.60273,2018.0,Primary Transit,WASP-147,426.0,1.044,1.429,8.47,WASP-147,b,4.60273,0.0,0.275,0.263,87.40325,SuperWASP-South,Canon 200mm f/1.8L,0.0,51.792744,-76.628206,
WASP-148 b,0.29,0.72,8.80381,2020.0,Primary Transit,WASP-148,248.1,1.0,1.03,,WASP-148,b,8.80381,0.22,0.29100000000000004,0.96,92.48853000000001,SuperWASP-North,Canon 200mm f/1.8L,0.0,69.45436,38.655218,4.4
WASP-148 c,,,34.516,2020.0,Radial Velocity,WASP-148,248.1,1.0,1.03,,WASP-148,c,34.516,0.359,0.4,,127.132,Haute-Provence Observatory,1.93 m Telescope,0.0,69.45436,38.655218,4.4
WASP-15 b,0.542,1.4280000000000002,3.7520656000000003,2008.0,Primary Transit,WASP-15,308.0,1.18,1.4769999999999999,3.9,WASP-15,b,3.7521,0.0,0.54,,171.6282,SuperWASP,Canon 200mm f/1.8L,0.0,318.436464,28.769701,4.35
WASP-150 b,8.46,1.07,5.644207,2020.0,Primary Transit,WASP-150,536.0,1.3459999999999999,1.706,,WASP-150,b,5.644207,0.3775,8.46,8.54,2688.8418,SuperWASP-North,Canon 200mm f/1.8L,0.0,80.493116,32.343179,4.15
WASP-151 b,0.31,1.13,4.533471,2017.0,Primary Transit,WASP-151,480.0,1.077,1.14,5.1,WASP-151,b,4.533471,0.003,0.31,0.29,98.5273,SuperWASP-South,Canon 200mm f/1.8L,0.0,79.215912,-54.279525,4.35
WASP-153 b,0.39,1.55,3.3326089999999997,2017.0,Primary Transit,WASP-153,430.0,1.3359999999999999,1.73,4.0,WASP-153,b,3.3326089999999997,0.009000000000000001,0.39,0.15,123.9537,SuperWASP,Canon 200mm f/1.8L,0.0,68.689334,19.632074,4.1
WASP-156 b,0.128,0.51,3.8361690000000004,2017.0,Primary Transit,WASP-156,140.0,0.8420000000000001,0.76,6.4,WASP-156,b,3.8361690000000004,0.006999999999999999,0.128,1.3,40.68224,SuperWASP,Canon 200mm f/1.8L,0.0,159.090382,-54.76024,4.6
WASP-157 b,0.5760000000000001,1.045,3.9516205,2016.0,Radial Velocity,WASP-157,,1.26,1.11,1.0,WASP-157,b,3.951623,,,,,SuperWASP,Canon 200mm f/1.8L,0.0,317.683455,53.543493000000005,4.38
WASP-158 b,2.79,1.07,,2018.0,Primary Transit,WASP-158,,1.38,1.39,1.7,WASP-158,b,3.656333,0.0,2.79,3.1,886.7457,SuperWASP-South,Canon 200mm f/1.8L,0.0,94.354095,-71.88689000000001,4.3
WASP-159 b,0.55,1.38,3.8404010000000004,2018.0,Primary Transit,WASP-159,,1.41,2.11,5.0,WASP-159,b,3.8404010000000004,0.0,0.55,0.28,174.8065,SuperWASP-South,Canon 200mm f/1.8L,0.0,242.174385,-42.914797,3.94
WASP-16 b,0.855,1.008,3.1186008999999997,2009.0,Primary Transit,WASP-16,,1.022,0.946,2.3,WASP-16,b,3.1186,0.0,1.24,,394.1092,SuperWASP,Canon 200mm f/1.8L,0.0,329.234586,38.097242,4.49
WASP-160 B b,0.281,1.093,3.7684949999999997,2018.0,Primary Transit,WASP-160 B,,0.89,0.872,8.24,WASP-160 B,b,3.7684952000000003,0.0,0.278,0.284,88.35674,SuperWASP-South,Canon 200mm f/1.8L,0.0,232.672665,-24.702096,
WASP-161 b,2.49,1.143,5.4060425,2018.0,Primary Transit,WASP-161,,1.39,1.712,2.4,WASP-161,b,5.4060425,,2.49,2.2,791.3967,SuperWASP-South,Canon 200mm f/1.8L,0.0,234.51049,14.86481,4.11
WASP-162 b,5.2,1.0,9.62468,2018.0,Primary Transit,WASP-162,,0.95,1.11,1.0,WASP-162,b,9.62468,0.434,5.2,6.9,1652.7160000000001,SuperWASP-South,Canon 200mm f/1.8L,0.0,272.153227,39.270024,4.33
WASP-163 b,1.87,1.202,1.6096883999999998,2018.0,Primary Transit,WASP-163,,0.97,1.015,11.4,WASP-163,b,1.6096883999999998,,1.87,1.42,594.3421,SuperWASP-South,Canon 200mm f/1.8L,0.0,10.733830000000001,17.801554,4.41
WASP-164 b,2.13,1.128,1.7771255000000001,2018.0,Primary Transit,WASP-164,,0.946,0.932,4.08,WASP-164,b,1.7771255000000001,0.0,2.13,1.96,676.9779,SuperWASP-South,Canon 200mm f/1.8L,0.0,324.836379,-51.654937,
WASP-165 b,0.6579999999999999,1.26,3.4655089999999995,2018.0,Primary Transit,WASP-165,,1.248,1.75,4.77,WASP-165,b,3.4655089999999995,0.0,0.6579999999999999,0.44,209.13214,SuperWASP-South,Canon 200mm f/1.8L,0.0,65.210404,-72.66587700000001,
WASP-166 b,0.102,0.63,5.443526,2018.0,Primary Transit,WASP-166,113.0,1.19,1.22,2.1,WASP-166,b,5.4435400000000005,0.0,0.10099999999999999,0.54,32.10083,WASP-South,Canon 200mm f/1.8L,0.0,253.96200000000002,23.136434,4.34
WASP-167 b,8.0,1.51,2.0219591,2017.0,Primary Transit,WASP-167,381.0,1.518,1.756,1.29,WASP-167,b,2.0219596,,8.0,,2542.64,Multiple Observatories,Multiple Telescopes,0.0,305.84596899999997,27.250188,4.13
WASP-168 b,0.42,1.5,4.153658,2018.0,Primary Transit,WASP-168,,1.08,1.12,1.0,WASP-168,b,4.153658,0.0,0.42,0.16,133.4886,SuperWASP-South,Canon 200mm f/1.8L,0.0,255.07799,-23.414785000000002,4.37
WASP-169 b,0.561,1.304,5.611411799999999,2019.0,Primary Transit,WASP-169,638.0,1.337,2.011,3.8,WASP-169,b,5.611411799999999,0.0,0.561,0.33,178.30263,WASP-South,Canon 200mm f/1.8L,0.0,236.34112000000002,14.947428,3.96
WASP-17 b,0.486,1.9909999999999999,3.735438,2009.0,Primary Transit,WASP-17,,1.2,1.38,3.0,WASP-17,b,3.7354300000000005,0.0,0.78,,247.9074,SuperWASP,Canon 200mm f/1.8L,0.0,345.959737,18.667756,4.2
WASP-170 b,1.6,1.0959999999999999,2.34478022,2018.0,Primary Transit,WASP-170,,0.93,0.938,4.8,WASP-170,b,2.34478022,,1.6,1.6,508.528,SuperWASP-South,Canon 200mm f/1.8L,0.0,247.559342,16.656119,4.47
WASP-171 b,1.084,0.988,3.8186244,2019.0,Primary Transit,WASP-171,774.0,1.171,1.6369999999999998,5.9079999999999995,WASP-171,b,3.8186244,0.0,1.084,1.5,344.52772000000004,WASP-South,Canon 200mm f/1.8L,0.0,287.371289,16.228652,4.08
WASP-172 b,0.47,1.57,5.477433,2018.0,Primary Transit,WASP-172,,1.49,1.91,1.2,WASP-172,b,5.477433,0.0,0.47,0.16,149.3801,SuperWASP-South,Canon 200mm f/1.8L,0.0,307.55669700000004,15.397943,4.05
WASP-174 b,0.33,1.4369999999999998,4.233700499999999,2018.0,Primary Transit,WASP-174,,1.28,,1.65,WASP-174,b,4.2337,,1.3,,413.17900000000003,SuperWASP-South,Canon 200mm f/1.8L,0.0,305.296844,21.433053,4.32
WASP-175 b,0.99,1.208,3.0652907000000003,2019.0,Primary Transit,WASP-175,584.0,1.212,1.204,1.745,WASP-175,b,3.0652907000000003,0.0,0.99,0.74,314.6517,WASP-South,Canon 200mm f/1.8L,0.0,279.088267,23.787172,4.36
WASP-176 b,0.855,1.505,3.8990519999999997,2020.0,Primary Transit,WASP-176,578.0,1.27,1.945,,WASP-176,b,3.8990519999999997,0.0,0.855,0.31,271.74465,SuperWASP-North,Canon 200mm f/1.8L,0.0,56.661936,-22.179079,4.0
WASP-177 b,0.508,1.58,3.0717220000000003,2019.0,Primary Transit,WASP-177,178.0,0.8759999999999999,0.885,9.7,WASP-177,b,3.0717220000000003,,0.508,0.172,161.45764,SuperWASP,Canon 200mm f/1.8L,0.0,61.126546,-45.639697,4.49
WASP-178 b,1.41,1.94,3.3448285,2019.0,Primary Transit,WASP-178,417.0,1.93,1.801,0.43,WASP-178,b,3.3448285,0.0,1.66,0.37,527.5978,WASP-South,Canon 200mm f/1.8L,0.0,328.19378900000004,13.315157999999998,4.31
WASP-18 b,10.4296,1.165,0.9414518,2009.0,Primary Transit,WASP-18,100.0,1.24,1.23,0.63,WASP-18,b,0.94124,,10.42954,,3314.82,SuperWASP,Canon 200mm f/1.8L,0.0,279.710041,-69.321365,
WASP-18 c,0.1737,,2.1558,2019.0,TTV,WASP-18,100.0,1.24,1.23,0.63,WASP-18,c,2.1558,0.015,0.17368,,55.2,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.0,279.710041,-69.321365,
WASP-180 A b,0.8,1.29,3.409265,2019.0,Primary Transit,WASP-180 A,255.8,1.3,1.19,,WASP-180 A,b,3.409264,0.0,0.9,0.61,286.047,SuperWASP,Canon 200mm f/1.8L,0.0,224.444712,17.229241000000002,4.42
WASP-181 b,0.299,1.1840000000000002,4.519506400000001,2019.0,Primary Transit,WASP-181,443.0,1.04,0.965,2.5,WASP-181,b,4.519506400000001,,0.299,0.237,95.03116999999999,SuperWASP,Canon 200mm f/1.8L,0.0,149.043527,-56.886192,4.49
WASP-182 b,0.14800000000000002,0.85,3.3769848,2019.0,Primary Transit,WASP-182,331.0,1.0759999999999998,1.34,5.952000000000001,WASP-182,b,3.3769848,0.0,0.14800000000000002,0.318,47.03884,WASP-South,Canon 200mm f/1.8L,0.0,359.585854,-38.587765000000005,4.22
WASP-183 b,0.502,1.47,4.1117771,2019.0,Primary Transit,WASP-183,328.0,0.784,0.871,14.9,WASP-183,b,4.1117771,,0.502,0.21,159.55066000000002,SuperWASP,Canon 200mm f/1.8L,0.0,253.089713,50.528363,4.45
WASP-184 b,0.57,1.33,5.1817,2019.0,Primary Transit,WASP-184,640.0,1.23,1.65,,WASP-184,b,5.1817,0.0,0.57,0.32,181.1631,WASP-South,Canon 200mm f/1.8L,0.0,319.591377,30.359046999999997,4.09
WASP-185 b,0.98,1.25,9.38755,2019.0,Primary Transit,WASP-185,,,,,WASP-185,b,9.38755,0.24,0.98,0.66,311.4734,WASP-South,Canon 200mm f/1.8L,0.0,328.944686,39.008154,4.13
WASP-189 b,2.13,1.374,2.7240330000000004,2018.0,Primary Transit,WASP-189,99.0,1.8869999999999998,2.33,0.855,,,,,,,,,,,,,
WASP-19 b,1.114,1.395,0.78884,2009.0,Primary Transit,WASP-19,,0.904,1.004,11.5,WASP-19,b,0.78883899,0.002,1.069,0.49200000000000005,339.76027,SuperWASP,Canon 200mm f/1.8L,0.0,273.405553,6.775996000000001,4.45
WASP-190 b,1.0,1.15,5.3677529999999996,2018.0,Primary Transit,WASP-190,555.0,1.35,1.6,,WASP-190,b,5.3677529999999996,0.0,1.0,,317.83,WASP-South,Canon 200mm f/1.8L,0.0,319.18296200000003,-75.897959,4.17
WASP-192 b,2.3,1.23,2.8786765,2019.0,Radial Velocity,WASP-192,,,,,WASP-192,b,2.8786765,0.0,2.3,1.62,731.0089999999999,WASP-South,Canon 200mm f/1.8L,0.0,327.77745899999996,18.11156,4.24
WASP-2 A b,0.847,1.079,2.15222144,2006.0,Primary Transit,WASP-2 A,144.0,0.84,0.8340000000000001,,,,,,,,,,,,,,
WASP-20 A b,0.313,1.459,4.8996285,2011.0,Primary Transit,WASP-20 A,210.0,1.202,1.392,7.0,,,,,,,,,,,,,
WASP-21 b,0.3,1.21,4.3225126,2010.0,Primary Transit,WASP-21,230.0,1.01,1.06,,WASP-21,b,4.322482,0.0,0.3,0.32,95.345,SuperWASP,Canon 200mm f/1.8L,0.0,91.75418,-38.256405,4.28
WASP-22 b,0.617,1.199,3.5327312999999996,2010.0,Primary Transit,WASP-22,300.0,1.1,1.13,,WASP-22,b,3.53269,0.02,0.67,,212.9461,SuperWASP,Canon 200mm f/1.8L,0.0,216.796333,-53.923269999999995,4.5
WASP-23 b,0.884,0.9620000000000001,2.9444256,2010.0,Primary Transit,WASP-23,,0.78,0.765,,WASP-23,b,2.9444256,0.062,0.884,,280.95,SuperWASP,Canon 200mm f/1.8L,0.0,251.92650600000002,-19.228595000000002,
WASP-24 b,1.071,1.3,2.3412127000000003,2010.0,Primary Transit,WASP-24,332.5,1.129,1.147,1.6,WASP-24,b,2.34121,0.0,1.24,,394.1092,SuperWASP,Canon 200mm f/1.8L,0.0,1.86255,48.829684,4.26
WASP-25 b,0.58,1.26,3.7648300000000003,2010.0,Primary Transit,WASP-25,169.0,1.0,0.95,,WASP-25,b,3.7648300000000003,0.0,0.44,,139.8452,SuperWASP,Canon 200mm f/1.8L,0.0,305.64896,35.296814000000005,4.5
WASP-26 b,1.028,1.281,2.7566004,2010.0,Primary Transit,WASP-26,250.0,1.12,1.34,6.0,WASP-26,b,2.7566,0.0,0.85,,270.1555,SuperWASP,Canon 200mm f/1.8L,0.0,88.352441,-75.87135699999999,4.44
WASP-28 b,0.907,1.213,3.4088300000000005,2010.0,Primary Transit,WASP-28,410.0,1.021,1.094,5.0,WASP-28,b,3.4088300000000005,0.0,0.907,0.6759999999999999,288.26,SuperWASP,Canon 200mm f/1.8L,0.0,83.860077,-58.486355,4.37
WASP-29 b,0.242897146,0.841289752,3.9227269999999996,2010.0,Primary Transit,WASP-29,80.0,0.825,0.846,15.0,WASP-29,b,3.9227300000000005,0.03,0.23,,73.1009,SuperWASP,Canon 200mm f/1.8L,0.0,343.320549,-72.181665,4.5
WASP-3 b,2.06,1.454,1.8468372,2007.0,Primary Transit,WASP-3,223.0,1.24,1.31,,WASP-3,b,1.84683,0.0,2.43,,772.3269,SuperWASP,Canon 200mm f/1.8L,0.0,64.175016,18.611214999999998,4.25
WASP-31 b,0.478,1.537,3.405909,2010.0,Primary Transit,WASP-31,400.0,1.16,1.24,,WASP-31,b,3.4059095999999998,0.0,0.478,0.172,151.916,SuperWASP,Canon 200mm f/1.8L,0.0,274.22569,38.539307,
WASP-32 b,3.6,1.18,2.71865,2010.0,Primary Transit,WASP-32,,1.1,1.11,,WASP-32,b,2.71866,0.0,2.63,,835.8929,SuperWASP,Canon 200mm f/1.8L,0.0,104.68506,-60.404268,4.4
WASP-33 b,2.8,1.6030000000000002,1.21986967,2010.0,Primary Transit,WASP-33,116.0,1.495,1.444,,WASP-33,b,1.21987,,2.093,0.6890000000000001,665.21819,SuperWASP,Canon 200mm f/1.8L,0.0,143.096879,-21.556785,
WASP-34 b,0.59,1.22,4.3176782,2010.0,Primary Transit,WASP-34,120.0,1.01,0.93,,WASP-34,b,4.31768,0.04,0.56,,177.9848,SuperWASP,Canon 200mm f/1.8L,0.0,272.918586,32.531971,4.5
WASP-35 b,0.72,1.32,3.161575,2011.0,Primary Transit,WASP-35,,,,,WASP-35,b,3.16158,0.0,0.71,,225.6593,SuperWASP,Canon 200mm f/1.8L,0.0,206.016402,-26.620540000000002,4.4
WASP-36 b,2.279,1.2690000000000001,1.5373653,2010.0,Primary Transit,WASP-36,450.0,1.02,0.943,3.0,WASP-36,b,1.53736596,,2.3609999999999998,1.26,750.39663,SuperWASP,Canon 200mm f/1.8L,0.0,234.38550099999998,21.088889,4.49
WASP-37 b,1.8,1.16,3.577471,2010.0,Primary Transit,WASP-37,338.0,0.8490000000000001,0.977,11.0,WASP-37,b,3.5774690000000002,0.0,1.8,1.53,572.07,SuperWASP,Canon 200mm f/1.8L,0.0,354.77414300000004,51.822981,
WASP-38 b,2.7119999999999997,1.079,6.871815,2010.0,Primary Transit,WASP-38,110.0,1.216,1.365,5.0,WASP-38,b,6.87188,0.03,3.44,,1093.3352,SuperWASP,Canon 200mm f/1.8L,0.0,23.528268,39.032874,4.25
WASP-39 b,0.28,1.27,4.0552589999999995,2011.0,Primary Transit,WASP-39,230.0,0.93,0.895,,WASP-39,b,4.0552589999999995,0.0,0.28,0.18600000000000003,88.98899999999999,SuperWASP,Canon 200mm f/1.8L,0.0,344.403446,51.371134000000005,
WASP-4 b,1.1974,1.3846,1.338231602,2007.0,Primary Transit,WASP-4,300.0,0.93,1.15,,WASP-4,b,1.33823147,0.0,1.186,,376.94638,SuperWASP,Canon 200mm f/1.8L,0.0,344.493137,-68.295849,4.47
WASP-41 b,0.94,1.18,3.052404,2010.0,Primary Transit,WASP-41,180.0,0.95,1.01,,WASP-41,b,3.0524,0.0,0.85,,270.1555,SuperWASP,Canon 200mm f/1.8L,0.0,300.653777,32.192264,4.53
WASP-41 c,,,421.0,2015.0,Radial Velocity,WASP-41,180.0,0.95,1.01,,WASP-41,c,421.0,0.294,3.18,,1010.6994,La Silla Observatory,1.2 m Leonhard Euler Telescope,0.0,300.653777,32.192264,4.53
WASP-42 b,0.5,1.08,4.9816872000000005,2011.0,Primary Transit,WASP-42,,,,,WASP-42,b,4.9816819,,0.527,0.46399999999999997,167.49641,SuperWASP,Canon 200mm f/1.8L,0.0,303.02882900000003,20.798098,4.51
WASP-43 b,2.052,1.036,0.81347753,2011.0,Primary Transit,WASP-43,,0.7170000000000001,0.667,0.4,WASP-43,b,0.813475,0.0,1.78,2.9389999999999996,565.714,SuperWASP,Canon 200mm f/1.8L,0.0,252.78680699999998,37.870020000000004,
WASP-44 b,0.889,1.14,2.4238039000000002,2011.0,Primary Transit,WASP-44,,0.951,0.927,0.9,WASP-44,b,2.423804,,0.87,0.8109999999999999,276.5121,SuperWASP,Canon 200mm f/1.8L,0.0,92.237408,-72.639264,4.49
WASP-45 b,1.0070000000000001,1.16,3.1260876,2011.0,Primary Transit,WASP-45,,0.909,0.945,1.4,WASP-45,b,3.126089,,0.9640000000000001,1.4180000000000001,306.38812,SuperWASP,Canon 200mm f/1.8L,0.0,337.20713,-79.015522,4.5
WASP-46 b,2.101,1.31,1.4303700000000001,2011.0,Primary Transit,WASP-46,,0.956,0.917,1.4,WASP-46,b,1.43036763,,1.91,1.4669999999999999,607.0553,SuperWASP,Canon 200mm f/1.8L,0.0,340.697735,-42.073749,4.49
WASP-47 b,1.13,1.17,4.15912,2011.0,Primary Transit,WASP-47,200.0,1.11,1.16,,WASP-47,b,4.1591289,,1.1424299999999998,0.993,363.1,SuperWASP,Canon 200mm f/1.8L,0.0,45.748107,-48.186890000000005,4.34
WASP-47 c,1.31,,596.0,2015.0,Radial Velocity,WASP-47,200.0,1.11,1.16,,WASP-47,c,588.5,0.29600000000000004,1.2528700000000002,,398.2,La Silla Observatory,1.2 m Leonhard Euler Telescope,0.0,45.748107,-48.186890000000005,4.34
WASP-47 d,0.0428,0.331,9.0304,2015.0,"Primary Transit, TTV",WASP-47,200.0,1.11,1.16,,WASP-47,d,9.03077,0.013999999999999999,0.04122,1.58,13.1,K2,0.95 m Kepler Telescope,0.0,45.748107,-48.186890000000005,4.34
WASP-47 e,0.028999999999999998,0.16699999999999998,0.78961,2015.0,"Primary Transit, TTV",WASP-47,200.0,1.11,1.16,,WASP-47,e,0.789592,,0.021490000000000002,6.35,6.83,K2,0.95 m Kepler Telescope,0.0,45.748107,-48.186890000000005,4.34
WASP-48 b,0.98,1.67,2.143634,2011.0,Primary Transit,WASP-48,,1.19,1.75,,WASP-48,b,2.14363,0.0,0.8,,254.264,SuperWASP,Canon 200mm f/1.8L,0.0,86.882482,17.62736,4.03
WASP-49 A b,0.37799999999999995,1.115,2.7817387000000005,2011.0,Primary Transit,WASP-49 A,,,,,,,,,,,,,,,,,
WASP-5 b,1.6369999999999998,1.171,1.6284246,2007.0,Primary Transit,WASP-5,297.0,1.0,1.084,3.0,WASP-5,b,1.6284279,0.038,1.58,1.64,502.15,SuperWASP,Canon 200mm f/1.8L,0.0,337.593354,-72.01815400000001,4.39
WASP-50 b,1.4369999999999998,1.138,1.9550958999999999,2011.0,Primary Transit,WASP-50,230.0,0.861,0.855,8.1,WASP-50,b,1.9551,,1.4688,1.325,466.8287,SuperWASP,Canon 200mm f/1.8L,0.0,189.6795,-56.78939499999999,
WASP-52 b,0.46,1.27,1.7497798,2011.0,Primary Transit,WASP-52,140.0,0.87,0.79,0.4,WASP-52,b,1.7497798,0.0,0.46,0.29,146.2,SuperWASP,Canon 200mm f/1.8L,0.0,86.185434,-47.038277,4.58
WASP-53 b,2.1319999999999997,1.074,3.3098443,2011.0,Radial Velocity,WASP-53,235.0,0.8390000000000001,0.7979999999999999,,WASP-53,b,3.3098443,0.03,2.1319999999999997,2.28,677.61356,Multiple Facilities,Multiple Telescopes,0.0,196.640429,-71.44765,4.55
WASP-53 c,,,2840.0,2016.0,Radial Velocity,WASP-53,235.0,0.8390000000000001,0.7979999999999999,,WASP-53,c,2840.0,0.8369,16.35,,5196.5205,Multiple Facilities,Multiple Telescopes,0.0,196.640429,-71.44765,4.55
WASP-54 b,0.6,1.4,3.7,2011.0,Primary Transit,WASP-54,,,,,WASP-54,b,3.6936400000000003,0.07,0.59,,187.5197,SuperWASP,Canon 200mm f/1.8L,0.0,328.93584,60.17522099999999,4.0
WASP-55 b,0.57,1.3,4.465633,2011.0,Primary Transit,WASP-55,330.0,1.013,1.011,3.0,WASP-55,b,4.46563,0.0,0.61,,193.8763,SuperWASP,Canon 200mm f/1.8L,0.0,317.482524,44.133163,4.3
WASP-56 b,0.6,1.2,4.6,2011.0,Primary Transit,WASP-56,,,,,WASP-56,b,4.6171,0.0,0.45,,143.0235,SuperWASP,Canon 200mm f/1.8L,0.0,236.205776,80.491198,4.5
